title,country,rating,listed_in,description
Oh My Ghost 2,Thailand,TV-MA,"Comedies, Horror Movies, International Movies","The spirited trio are back to take on a new ghost-busting adventure at a mens' residence, where spooky secrets lurk around every corner."
The Murder Detectives,United Kingdom,TV-MA,"British TV Shows, Crime TV Shows, Docuseries","This series tracks the ups and downs of an 18-month investigation into the 2014 stabbing murder of teenager Nicholas Robinson in Bristol, England."
One Heart: The A.R. Rahman Concert Film,India,TV-G,"Documentaries, International Movies, Music & Musicals","In this concert film, Indian musical maestro A.R. Rahman performs 15 of his most popular songs and reveals himself through interviews and clips."
Penguin Town,,TV-PG,"Docuseries, Science & Nature TV","In a picturesque South African town, an eclectic group of endangered penguins flock together to find mates, raise families and mix with the locals."
Serious Men,India,TV-MA,"Comedies, Dramas, International Movies","When a slum dweller spins a web of lies in pursuit of the upward mobility he has long craved, his ruse could be especially dangerous for his young son."
Operation Chromite,South Korea,NR,"Action & Adventure, Dramas, International Movies","To pave the way for a major amphibious invasion, a team of South Korean spies goes behind enemy lines to steal a map of North Korean coastal defenses."
A Lion in the House,United States,TV-14,TV Shows,Five kids and their resilient families navigate the treatments and traumas of pediatric cancer in this documentary filmed over the course of six years.
Nothing to Lose 2,Brazil,PG-13,"Dramas, Faith & Spirituality, International Movies","As controversy surrounds the evangelical church he helped found, Edir Macedo must juggle betrayals, politics and personal loss in this biopic sequel."
Bring It On: Worldwide Showdown,United States,PG-13,Comedies,"When cheerleading champs the Rebels are challenged by an edgy new squad, they take on teams from all over the world in a virtual cheer battle."
Exit Strategy,United States,NR,"Comedies, Romantic Movies","When James's living situation turns sour, he has little choice but to move in with his new girlfriend – a decision he almost immediately regrets."
Border Security: America's Front Line,Canada,TV-14,"Crime TV Shows, International TV Shows, Reality TV",This reality series chronicles the behind-the-scenes action as U.S. Customs and Border Protection agents safeguard the nation's crossings and ports.
La Esclava Blanca,Colombia,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas","In Colombia in 1821, a white orphan is taken in by black slaves. Years after being torn from them, she returns to find her family and childhood love."
Sohni Mahiwal,"India, Soviet Union",TV-14,"Dramas, International Movies, Romantic Movies","After being violently separated from the woman he loves, a young man must disguise himself in order to keep meeting her."
Babam ve Oğlum,Turkey,TV-14,"Dramas, International Movies","Following Turkey's bloody coup of 1980, a widowed reporter returns to his Aegean hometown, bringing his son and a last wish for his estranged father."
Ordinary People,Philippines,TV-MA,"Dramas, Independent Movies, International Movies","Barely making a living as pickpockets, a teenage couple in Manila resort to desperate measures when their one-month-old child is kidnapped."
The Idhun Chronicles,Spain,TV-14,"Anime Series, International TV Shows, Spanish-Language TV Shows","A boy suddenly orphaned fights his parents' killer to save a planet, and discovers a new world of danger — and wonder."
Santa Claws,United States,TV-PG,"Children & Family Movies, Comedies","When a gift sack full of kittens gives Santa a bad allergic reaction, the kitties have to take over and deliver the presents on time."
Pet Sematary 2,,R,Horror Movies,"When Chase and his son, Jeff, move to a different town, Jeff befriends an outcast named Drew, and the two discover a strange Indian burial ground."
Automata,"Bulgaria, United States, Spain, Canada",R,"International Movies, Sci-Fi & Fantasy, Thrillers","In a dystopian future, an insurance adjuster for a tech company investigates a robot killed for violating protocol and discovers a global conspiracy."
Rhys Nicholson Live at the Athenaeum,United Kingdom,TV-MA,Stand-Up Comedy,"Rhys Nicholson flexes his biting humor as he discusses horse tranquilizers, angry letters from viewers, and more in this stand-up special."
My Own Man,United States,TV-MA,Documentaries,"When a man discovers he will be the father to a boy, his fear and insecurities send him on an emotional, humorous quest for his own manhood."
Kevin James: Never Don't Give Up,United States,TV-PG,Stand-Up Comedy,"Kevin James makes his long-awaited return to stand-up in this family-friendly special, dishing on fatherhood, fans, his disdain for allergies and more."
I Am Not Okay With This,United States,TV-MA,"TV Comedies, TV Dramas, TV Sci-Fi & Fantasy","Angsty Syd navigates high school awkwardness, family drama and an unrequited crush on her best friend while trying to rein in her budding superpowers."
Creep,United States,R,"Horror Movies, Independent Movies, Thrillers","When a cash-strapped videographer takes a job in a remote mountain town, he finds that the client has some unsettling ideas in mind."
Torbaaz,India,TV-MA,"Dramas, International Movies, Sports Movies","At an Afghanistan refugee camp, an ex-army doctor seeks to bring children joy through cricket — and soon realizes that the stakes go beyond the sport."
Deon Cole: Cole Hearted,United States,TV-MA,Stand-Up Comedy,"Embracing his belief that comedy is the last raw form of expression, Deon Cole explains the right time to thank Jesus and the wrong time to say ""welp."""
Grillo vs Grillo,Italy,TV-MA,Stand-Up Comedy,"Outspoken comedian Beppe Grillo reminisces about his long career, including the triumphs and controversies that fueled his rise in Italian politics."
Super Monsters Save Halloween,,TV-Y,Children & Family Movies,"The Super Monsters use their powers to get their neighbors in the Halloween spirit, then help a nervous friend see there's nothing to be afraid of."
The Invisible Guest,Spain,TV-14,"International Movies, Thrillers","After waking next to his now-dead lover in a hotel room, a young businessman hires a prominent lawyer to figure out how he ended up a murder suspect."
One of Us,United States,TV-14,Documentaries,"In the wake of trauma and abuse, three Hasidic Jews face ostracism, anxiety and danger as they attempt to leave their ultra-Orthodox community."
Beauties of the Night,Mexico,TV-MA,"Documentaries, International Movies","Back in the days of disco, Mexico had its own stars of the night. This documentary casts new light on former queens of the Mexican burlesque scene."
Melodies of Life - Born This Way,,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies","A celebrated pastry chef and his fellow staff members at a bake shop embark on bittersweet adventures in love, work and friendship."
La Niña,Colombia,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",A former Colombian guerrilla fighter faces challenges as she reintegrates into society and tries to overcome her traumatic memories.
Indiscretion,United States,TV-MA,"Dramas, Thrillers","After a weekend fling with artist Victor, Veronica, a psychiatrist and politician's wife, becomes the target of Victor's dangerous romantic obsession."
Roohi,India,TV-14,"Comedies, Horror Movies, International Movies","Hired to kidnap a bride, two bumbling pals face a wacky predicament when one falls for their abductee — and the other, for the spirit possessing her."
School of Rock,"United States, Germany",PG-13,"Comedies, Music & Musicals","Musician Dewey Finn gets a job as a fourth-grade substitute teacher, where he secretly begins teaching his students the finer points of rock 'n' roll."
Ugly Aur Pagli,India,TV-14,"Comedies, International Movies, Romantic Movies","Everyday guy Kabir is thrown for a loop when he meets Kuhu, a freewheeling party girl. Now, he's a changed man, dancing, running half-naked through the streets and donning ladies' shoes at her whim."
Kaali Khuhi,India,TV-14,"Horror Movies, International Movies","When a restless spirit curses a village that has a history of female infanticide, the town's fate lies in the hands of a 10-year-old girl."
Strictly Ballroom,"Australia, United Kingdom",PG,"Classic Movies, Comedies, Romantic Movies","Dumped by his partner just before a major dance competition, gifted hoofer Scott Hastings is forced to take a graceless neophyte as his new partner."
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,United States,TV-14,Stand-Up Comedy,"Longtime pals and showbiz icons Steve Martin and Martin Short share countless quips, catchy tunes and hilarious stories about their lives in comedy."
Surviving Death,United States,TV-MA,"Docuseries, Reality TV","What happens after we die? This docuseries explores personal stories and research on near-death experiences, reincarnation and paranormal phenomena."
